Macadamia_nuts,Vegetables,Nuts and seeds,716,1.61,4.14,0.7,70,12.83,7.79,353,0.57,0.57,2.65,118,198,363,1.29,76.08,11.947,8
Pecans_unroasted,Vegetables,Nuts and seeds,691,3.52,3.97,1.1,70,13.86,9.17,0,1.4,1.2,2.53,121,277,410,4.53,71.97,6.18,9.6
Pine_nuts,Vegetables,Nuts and seeds,673,2.28,3.59,0.8,16,13.08,13.69,2,9.33,1.324,5.53,251,575,597,6.45,68.37,4.899,3.7
Sunflower_seeds_plain_unsalted,Vegetables,Nuts and seeds,582,1.2,2.73,1.4,70,24.07,19.33,3,26.1,1.83,3.8,129,1155,850,5.29,49.8,5.219,11.1
Walnuts,Vegetables,Nuts and seeds,654,4.07,2.61,1.3,98,13.71,15.23,2,0.7,1.586,2.91,158,346,441,3.09,65.21,6.126,6.7
Brazil_nuts,Vegetables,Nuts and seeds,659,3.42,2.33,0.7,160,11.74,14.32,3,5.65,1.743,2.43,376,725,659,4.06,67.1,16.134,7.5
Flaxseeds,Vegetables,Nuts and seeds,534,6.96,1.55,0.6,255,28.88,18.29,30,0.31,1.22,5.73,392,642,813,4.34,42.16,3.663,27.3
Chiaseeds,Vegetables,Nuts and seeds,534,6.96,1.55,0.6,255,28.88,18.29,30,0.31,1.22,5.73,392,642,813,4.34,42.16,3.663,27.3
Pumpkin_seeds_unsalted,Vegetables,Nuts and seeds,574,2.03,1.29,1.8,52,14.71,29.84,18,0.56,1.275,8.07,550,1174,788,7.64,49.05,8.544,6.5
Sesame_seeds,Vegetables,Nuts and seeds,631,3.75,0.48,0,60,11.73,20.45,47,1.68,1.4,6.36,345,667,370,6.73,61.21,9.055,11.6
Cress,Vegetables,Other dark green vegetables,32,89.4,4.4,69,81,5.5,2.6,14,0.7,0.17,1.3,38,76,606,0.23,0.7,0.023,1.1
Mustardgreens,Vegetables,Other dark green vegetables,27,90.7,1.32,70,115,4.67,2.86,20,2.01,0.165,1.64,32,58,384,0.25,0.42,0.01,3.2
Chard,Vegetables,Other dark green vegetables,19,92.66,1.1,30,51,3.74,1.8,213,1.89,0.179,1.8,81,46,379,0.36,0.2,0.03,1.6
Kale,Vegetables,Other dark green vegetables,35,89.6,0.8,93.4,254,4.42,2.92,53,0.66,0.053,1.6,33,55,348,0.39,1.49,0.178,4.1
Dandelion_greens,Vegetables,Other dark green vegetables,45,85.6,0.71,35,187,9.2,2.7,76,3.44,0.171,3.1,36,66,397,0.41,0.7,0.17,3.5
Beetgreens,Vegetables,Other dark green vegetables,22,91.02,0.5,30,117,4.33,2.2,226,1.5,0.191,2.57,70,41,762,0.38,0.13,0.02,3.7
Collards,Vegetables,Other dark green vegetables,32,89.62,0.46,35.3,232,5.42,3.02,17,2.26,0.046,0.47,27,25,213,0.21,0.61,0.055,4
Watercress,Vegetables,Other dark green vegetables,11,95.11,0.2,43,120,1.29,2.3,41,1,0.077,0.2,21,60,330,0.11,0.1,0.027,0.5
Ripe_plantain,Fruits,Other starchy vegetables,122,65.2,17.51,18.4,3,31.89,1.3,4,0,0.074,0.55,36,32,487,0.19,0.35,0,1.7
Greenpeas,Vegetables,Other starchy vegetables,81,78.86,5.67,40,25,14.45,5.42,5,0.13,0.176,1.47,33,108,244,1.24,0.4,0.071,5.7
WaterChesnut,Fruits,Other starchy vegetables,78,78.78,3.84,2,6,19.22,1.38,12,0.78,0.156,1.36,8,30,184,0.59,0.09,0.025,3.9
Snow_peas,Vegetables,Other vegetables,42,88.89,4,60,43,7.55,2.8,4,0.39,0.079,2.08,24,53,200,0.27,0.2,0.039,2.6
Fennel_bulb,Vegetables,Other vegetables,31,90.21,3.93,12,49,7.3,1.24,52,0.58,0.066,0.73,17,50,414,0.2,0.2,0.09,3.1
Turnip,Vegetables,Other vegetables,28,91.87,3.8,21,30,6.43,0.9,67,0.03,0.085,0.3,11,27,191,0.27,0.1,0.011,1.8
Eggplant,Vegetables,Other vegetables,25,92.3,3.53,2.2,9,5.88,0.98,2,0.3,0.081,0.23,14,24,229,0.16,0.18,0.034,3
Kohlrabi,Vegetables,Other vegetables,27,91,2.6,62,24,6.2,1.7,20,0.48,0.129,0.4,19,46,350,0.03,0.1,0.013,3.6
Brusselssprouts,Vegetables,Other vegetables,43,86,2.2,85,42,8.95,3.38,25,0.88,0.07,1.4,23,69,389,0.42,0.3,0.062,3.8
Mushrooms,Vegetables,Other vegetables,22,92.45,1.98,2.1,3,3.26,3.09,5,0.01,0.318,0.5,9,86,318,0.52,0.34,0.05,1
Cauliflower,Vegetables,Other vegetables,25,92.07,1.91,48.2,22,4.97,1.92,30,0.08,0.039,0.42,15,44,299,0.27,0.28,0.13,2
Asparagus,Vegetables,Other vegetables,20,93.22,1.88,5.6,24,3.88,2.2,2,1.13,0.189,2.14,14,52,202,0.54,0.12,0.04,2.1
Radish,Vegetables,Other vegetables,16,95.27,1.86,14.8,25,3.4,0.68,39,0,0.05,0.34,10,20,233,0.28,0.1,0.032,1.6
Jicama,Vegetables,Other vegetables,38,90.07,1.8,20.2,12,8.82,0.72,4,0.46,0.048,0.6,12,18,150,0.16,0.09,0.021,4.9
Cucumber,Vegetables,Other vegetables,15,95.23,1.67,2.8,16,3.63,0.65,2,0.03,0.041,0.28,13,24,147,0.2,0.11,0.037,0.5
Celery,Vegetables,Other vegetables,14,95.43,1.34,3.1,40,2.97,0.69,80,0.27,0.035,0.2,11,24,260,0.13,0.17,0.042,1.6
Artichoke,Vegetables,Other vegetables,53,84.08,0.99,7.4,21,11.95,2.89,60,0.19,0.127,0.61,42,73,286,0.4,0.34,0.079,5.7
Seaweed,Vegetables,Other vegetables,41,82.2,0.58,15,129,7.94,3.51,384,0.96,0.226,2.28,77,60,165,0.89,0.49,0.146,0.7
Alfalfa_sprouts,Vegetables,Other vegetables,23,92.82,0.2,8.2,32,2.1,3.99,6,0.02,0.157,0.96,27,70,79,0.92,0.69,0.069,1.9
Beansprouts,Vegetables,Other vegetables,30,90.4,4.13,13.2,13,5.94,3.04,6,0.1,0.164,0.91,21,54,149,0.41,0.18,0.046,1.8
Greenbeans,Fruits,Other vegetables,31,90.32,3.26,12.2,37,6.97,1.83,6,0.41,0.069,1.03,25,38,211,0.24,0.22,0.05,2.7
Peach,Fruits,Peaches and nectarines,42,88.3,8.39,4.1,4,10.1,0.91,13,0.73,0.078,0.34,8,22,122,0.23,0.27,0.019,1.5
Nectarine,Fruits,Peaches and nectarines,39,89,7.89,2.9,2,9.18,1.06,13,0.61,0.082,0.3,9,26,131,0.21,0.28,0,1.5
Pear,Fruits,Pears,57,83.96,9.75,4.3,9,15.23,0.36,1,0.12,0.082,0.18,7,12,116,0.1,0.14,0.022,3.1
Pear_Asian,Fruits,Pears,42,88.25,7.05,3.8,4,10.65,0.5,0,0.12,0.05,0,8,11,121,0.02,0.23,0.012,3.6
Rutabaga,Vegetables,Roots,37,89.43,4.46,25,43,8.62,1.08,12,0.3,0.032,0.44,20,53,305,0.24,0.16,0.027,2.3
Carrots,Vegetables,Roots,255,176.58,9.48,11.8,66,19.16,1.86,138,1.32,0.09,0.6,24,70,640,0.48,0.48,0.069,5.6
Beets,Vegetables,Roots,43,87.58,6.76,4.9,16,9.56,1.61,78,0.04,0.075,0.8,23,40,325,0.35,0.17,0.027,2.8
Cassava,Vegetables,Roots,827,59.68,1.7,20.6,16,38.06,1.36,14,0.19,0.1,0.27,21,27,271,0.34,0.28,0.074,1.8
Celeriac,Vegetables,Roots,218,88,1.6,8,43,9.2,1.5,100,0.36,0.07,0.7,20,115,300,0.33,0.3,0.079,1.8
Arrowroot,Vegetables,Roots,336,80.75,0,1.9,6,13.39,4.24,26,0,0.121,2.22,25,98,454,0.63,0.2,0.039,1.3
Summer_squash_yellow,Fruits,Squash,19,94.28,2.88,19.3,21,3.88,1.01,2,0.13,0.092,0.44,20,32,222,0.29,0.27,0.093,1
Winter_squash,Fruits,Squash,26,91.6,2.76,9,21,6.5,1,1,1.06,0.127,0.8,12,44,340,0.32,0.1,0.052,0.5
Summer_squash_green,Fruits,Squash,17,94.79,2.5,17.9,16,3.11,1.21,8,0.12,0.053,0.37,18,38,261,0.32,0.32,0.084,1
Cardoon,Vegetables,Stem,88,94,0,2,70,4.07,0.7,170,0,0.231,0.7,42,23,400,0.17,0.1,0.011,1.6
Celtuce,Vegetables,Stem,93,94.5,0,19.5,39,3.65,0.85,11,0,0.04,0.55,28,39,330,0.27,0.3,0,1.7
Sun-dried_tomatoes,Fruits,Tomatoes,258,14.56,37.59,39.2,110,55.76,14.11,107,0.01,1.423,9.09,194,356,3427,1.99,2.97,0.426,12.3
Tomatoes,Fruits,Tomatoes,18,94.52,2.63,13.7,10,3.89,0.88,5,0.54,0.059,0.27,11,24,237,0.17,0.2,0.028,1.2
Cabbage,Vegetables,Vegetables,128,92.18,3.2,36.6,40,5.8,1.28,18,0.15,0.019,0.47,12,26,170,0.18,0.1,0.034,2.5
Arugula,Vegetables,Vegetables,130,91.71,2.05,15,160,3.65,2.58,27,0.43,0.076,1.46,47,52,369,0.47,0.66,0.086,1.6
Cactus,Vegetables,Vegetables,16,94.12,1.15,9.3,164,3.33,1.32,21,0,0.052,0.59,52,16,257,0.25,0.09,0.016,2.2
Spinach,Vegetables,Vegetables,23,91.4,0.42,28.1,99,3.63,2.86,79,2.03,0.13,2.71,79,49,558,0.53,0.39,0.063,2.2
